name,position,club,minutes,appearances,starts,goals,assists,clean_sheets,rating,form,xg,xa,yellow_cards,red_cards,bonus,bps,ict_index,chance_playing,fixture_difficulty,home,selected_by_percent,team_form_points,team_attack_form,team_defence_form,opponent_strength,rest_days,price,future_points,GW,kickoff_time
Enso González,MID,Wolves,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,52.174853098172576,1.5,1.35,1.35,0.5,7.0,4.4,0,37,2025-05-20T19:00:00Z
Enzo Barrenechea,MID,Aston Villa,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,47.58710959713041,1.5,1.35,1.35,0.5,7.0,4.9,0,37,2025-05-16T18:30:00Z
Enzo Maresca,AM,Chelsea,0.0,5.0,0.0,0.0,0.0,0.0,6.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,54.15422041820095,1.5,1.35,1.35,0.5,7.0,1.5,9,37,2025-05-16T19:15:00Z
Eric da Silva Moreira,MID,Nott'm Forest,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,58.65569199282385,1.5,1.35,1.35,0.5,7.0,4.3,0,37,2025-05-18T13:15:00Z
Erling Haaland,FWD,Man City,90.0,5.0,1.0,0.0,0.0,1.0,6.066666666666666,0.4,0.04999999999999956,0.21,0.0,0.0,0.0,6.0,1.0,0.43999999999999995,3.0,1.0,93.02376660046727,1.5,1.35,1.35,0.5,7.0,14.9,2,37,2025-05-20T19:00:00Z
Ethan Brierley,MID,Brentford,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,56.852301759433374,1.5,1.35,1.35,0.5,7.0,4.4,0,37,2025-05-18T14:00:00Z
Ethan Nwaneri,MID,Arsenal,103.0,5.0,1.0,1.0,0.0,1.0,6.359223300970874,2.2,0.18999999999999997,0.11,0.0,0.0,0.0,37.0,2.1600000000000006,0.8599999999999999,3.0,1.0,75.86001350704798,1.5,1.35,1.35,0.5,7.0,4.3,0,37,2025-05-18T15:30:00Z
Ethan Pinnock,DEF,Brentford,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,65.25591478906982,1.5,1.35,1.35,0.5,7.0,4.4,0,37,2025-05-18T14:00:00Z
Evan Ferguson,FWD,West Ham,14.0,5.0,0.0,0.0,0.0,0.0,6.088888888888889,0.4,0.0,0.0,0.0,0.0,0.0,8.0,0.06,0.58,3.0,1.0,64.40542249321506,1.5,1.35,1.35,0.5,7.0,5.5,0,37,2025-05-18T13:15:00Z
Ezri Konsa Ngoyo,DEF,Aston Villa,450.0,5.0,5.0,0.0,0.0,3.0,6.206666666666667,4.2,0.22,0.07,1.0,0.0,1.0,93.0,1.94,1.0,3.0,1.0,86.44389578552047,1.5,1.35,1.35,0.5,7.0,4.4,15,37,2025-05-16T18:30:00Z
Fabian Hürzeler,AM,Brighton,0.0,5.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,55.3366935129293,1.5,1.35,1.35,0.5,7.0,1.1,19,37,2025-05-19T19:00:00Z
Fabian Schär,DEF,Newcastle,433.0,5.0,5.0,2.0,1.0,3.0,6.2702078521939955,7.2,0.78,0.16,2.0,0.0,3.0,117.0,5.32,1.0,3.0,0.0,82.27735461837165,1.5,1.35,1.35,0.5,7.0,5.5,2,37,2025-05-18T15:30:00Z
Federico Chiesa,MID,Liverpool,8.0,5.0,0.0,0.0,0.0,0.0,6.022222222222222,0.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.43999999999999995,3.0,0.0,62.12866207074346,1.5,1.35,1.35,0.5,7.0,6.8,2,37,2025-05-19T19:00:00Z
Felipe Rodrigues da Silva,DEF,Nott'm Forest,144.0,5.0,1.0,0.0,0.0,0.0,6.027777777777778,0.2,0.0,0.01,2.0,0.0,0.0,4.0,0.44000000000000006,0.72,3.0,0.0,58.882543724899804,1.5,1.35,1.35,0.5,7.0,4.5,0,37,2025-05-18T13:15:00Z
Ferdi Kadioglu,DEF,Brighton,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,57.636813429418254,1.5,1.35,1.35,0.5,7.0,4.4,0,37,2025-05-19T19:00:00Z
Filip Jørgensen,GK,Chelsea,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,67.4074073069032,1.5,1.35,1.35,0.5,7.0,4.2,0,37,2025-05-16T19:15:00Z
Flynn Downes,MID,Southampton,360.0,5.0,4.0,0.0,0.0,1.0,6.15,1.6,0.02,0.24000000000000007,1.0,0.0,0.0,54.0,2.06,0.8599999999999999,3.0,0.0,52.27442482610651,1.5,1.35,1.35,0.5,7.0,4.7,1,37,2025-05-18T11:00:00Z
Francisco Evanilson de Lima Barbosa,FWD,Bournemouth,425.0,5.0,5.0,1.0,1.0,2.0,6.117647058823529,2.8,1.44,0.22999999999999998,1.0,1.0,1.0,50.0,4.62,1.0,3.0,0.0,80.77175582042693,1.5,1.35,1.35,0.5,7.0,5.8,2,37,2025-05-20T19:00:00Z
Frank Onyeka,MID,Brentford,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,45.67968831414393,1.5,1.35,1.35,0.5,7.0,4.9,0,37,2025-05-18T14:00:00Z
Freddie Ladapo,FWD,Ipswich,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,66.87039985195617,1.5,1.35,1.35,0.5,7.0,4.5,0,37,2025-05-18T14:00:00Z
Freddie Simmonds,DEF,Brighton,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,33.072924250275,1.5,1.35,1.35,0.5,7.0,4.0,0,37,2025-05-19T19:00:00Z
Fábio Freitas Gouveia Carvalho,MID,Brentford,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,66.88628345065645,1.5,1.35,1.35,0.5,7.0,4.5,0,37,2025-05-18T14:00:00Z
Gabriel Fernando de Jesus,FWD,Arsenal,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,73.44411217215345,1.5,1.35,1.35,0.5,7.0,6.5,0,37,2025-05-18T15:30:00Z
Gabriel Martinelli Silva,MID,Arsenal,427.0,5.0,5.0,2.0,0.0,1.0,6.208430913348947,4.2,1.4100000000000001,0.74,0.0,0.0,0.0,89.0,6.840000000000001,1.0,3.0,1.0,79.42664141924823,1.5,1.35,1.35,0.5,7.0,6.5,3,37,2025-05-18T15:30:00Z
Gabriel dos Santos Magalhães,DEF,Arsenal,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,88.91811335969709,1.5,1.35,1.35,0.5,7.0,6.2,0,37,2025-05-18T15:30:00Z
Gavin Bazunu,GK,Southampton,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,57.16053805005317,1.5,1.35,1.35,0.5,7.0,4.3,0,37,2025-05-18T11:00:00Z
George Earthy,MID,West Ham,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,48.90153367989582,1.5,1.35,1.35,0.5,7.0,4.5,0,37,2025-05-18T13:15:00Z
George Hirst,FWD,Ipswich,221.0,5.0,2.0,1.0,0.0,0.0,6.158371040723982,2.0,0.81,0.13,2.0,0.0,1.0,35.0,2.5,1.0,3.0,0.0,53.68661194132328,1.5,1.35,1.35,0.5,7.0,5.4,2,37,2025-05-18T14:00:00Z
Georginio Rutter,MID,Brighton,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,66.09745292042548,1.5,1.35,1.35,0.5,7.0,5.0,0,37,2025-05-19T19:00:00Z
Godwill Kukonki,DEF,Man Utd,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,46.78074928689938,1.5,1.35,1.35,0.5,7.0,4.0,0,37,2025-05-16T19:15:00Z
Guido Rodríguez,MID,West Ham,63.0,5.0,1.0,0.0,0.0,1.0,6.111111111111111,0.6,0.0,0.01,0.0,0.0,0.0,10.0,0.2,0.43999999999999995,3.0,1.0,55.634650805423504,1.5,1.35,1.35,0.5,7.0,4.8,0,37,2025-05-18T13:15:00Z
Gustavo Nunes Fernandes Gomes,MID,Brentford,11.0,5.0,0.0,0.0,0.0,0.0,6.122222222222222,0.6,0.0,0.0,0.0,0.0,0.0,11.0,0.24,0.72,3.0,1.0,37.74023102068179,1.5,1.35,1.35,0.5,7.0,4.9,0,37,2025-05-18T14:00:00Z
Hamed Traorè,MID,Bournemouth,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,53.53428538230831,1.5,1.35,1.35,0.5,7.0,4.5,0,37,2025-05-20T19:00:00Z
Hamza Choudhury,MID,Leicester,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,73.35543382831679,1.5,1.35,1.35,0.5,7.0,4.4,0,37,2025-05-18T14:00:00Z
Harry Amass,DEF,Man Utd,324.0,5.0,4.0,0.0,0.0,0.0,6.0,0.6,0.07,0.07,0.0,0.0,0.0,0.0,1.46,0.8599999999999999,3.0,0.0,56.191229442495406,1.5,1.35,1.35,0.5,7.0,4.0,0,37,2025-05-16T19:15:00Z
Harry Maguire,DEF,Man Utd,158.0,5.0,1.0,0.0,0.0,0.0,6.037974683544304,0.6,0.41,0.03,0.0,0.0,0.0,6.0,1.94,0.72,3.0,0.0,71.60912853394117,1.5,1.35,1.35,0.5,7.0,4.9,2,37,2025-05-16T19:15:00Z
Harry Souttar,DEF,Leicester,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,42.091981486382814,1.5,1.35,1.35,0.5,7.0,4.0,0,37,2025-05-18T14:00:00Z
Harry Wilson,MID,Fulham,235.0,5.0,3.0,0.0,0.0,0.0,6.195744680851064,1.4,0.77,0.18999999999999997,0.0,0.0,0.0,46.0,3.3,0.8599999999999999,3.0,0.0,63.496120615178484,1.5,1.35,1.35,0.5,7.0,5.2,6,37,2025-05-18T14:00:00Z
Harvey Barnes,MID,Newcastle,421.0,5.0,5.0,1.0,2.0,3.0,6.201900237529691,5.0,1.03,0.78,0.0,0.0,1.0,85.0,7.159999999999999,1.0,3.0,0.0,82.56292774965421,1.5,1.35,1.35,0.5,7.0,5.9,2,37,2025-05-18T15:30:00Z
Harvey Elliott,MID,Liverpool,108.0,5.0,1.0,0.0,0.0,0.0,6.148148148148148,0.8,0.4700000000000001,0.21000000000000002,1.0,0.0,0.0,16.0,1.1,0.8599999999999999,3.0,0.0,63.77477950270812,1.5,1.35,1.35,0.5,7.0,5.2,13,37,2025-05-19T19:00:00Z
Hwang Ui-jo,FWD,Nott'm Forest,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,71.52676821785643,1.5,1.35,1.35,0.5,7.0,4.5,0,37,2025-05-18T13:15:00Z
Ian Maatsen,DEF,Aston Villa,251.0,5.0,3.0,1.0,0.0,2.0,6.3107569721115535,4.2,0.43,0.18,0.0,0.0,0.0,78.0,2.8600000000000003,0.8599999999999999,3.0,1.0,76.10886118349376,1.5,1.35,1.35,0.5,7.0,4.5,6,37,2025-05-16T18:30:00Z
Ibrahim Osman,MID,Brighton,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,37.21071630538304,1.5,1.35,1.35,0.5,7.0,5.0,0,37,2025-05-19T19:00:00Z
Ibrahim Sangaré,MID,Nott'm Forest,172.0,5.0,2.0,0.0,0.0,0.0,6.186046511627907,0.8,0.0,0.04,1.0,0.0,0.0,32.0,1.5,0.72,3.0,0.0,74.20126566933655,1.5,1.35,1.35,0.5,7.0,4.3,3,37,2025-05-18T13:15:00Z
Idrissa Gueye,MID,Everton,437.0,5.0,5.0,0.0,0.0,2.0,6.144164759725401,2.0,0.09999999999999995,0.2,2.0,0.0,0.0,63.0,1.6600000000000006,1.0,3.0,1.0,62.46341298045102,1.5,1.35,1.35,0.5,7.0,4.8,3,37,2025-05-18T11:00:00Z
Igor Julio dos Santos de Paulo,DEF,Brighton,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,56.23909640307978,1.5,1.35,1.35,0.5,7.0,4.3,0,37,2025-05-19T19:00:00Z
Igor Thiago Nascimento Rodrigues,FWD,Brentford,14.0,5.0,0.0,0.0,0.0,0.0,6.1,0.4,0.0,0.01,0.0,0.0,0.0,9.0,0.16,0.58,3.0,1.0,50.23239409939744,1.5,1.35,1.35,0.5,7.0,5.9,1,37,2025-05-18T14:00:00Z
Iliman Ndiaye,FWD,Everton,308.0,5.0,4.0,0.0,0.0,2.0,6.107142857142857,1.6,0.6800000000000002,0.05000000000000003,0.0,0.0,0.0,33.0,2.3400000000000007,1.0,3.0,1.0,73.74090032838151,1.5,1.35,1.35,0.5,7.0,5.2,13,37,2025-05-18T11:00:00Z
Ilkay Gündogan,MID,Man City,353.0,5.0,4.0,0.0,2.0,2.0,6.161473087818697,3.2,0.9099999999999999,0.35,0.0,0.0,0.0,57.0,3.88,0.8599999999999999,3.0,1.0,68.82155234317302,1.5,1.35,1.35,0.5,7.0,6.3,6,37,2025-05-20T19:00:00Z
Imari Samuels,DEF,Brighton,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,50.7141718608953,1.5,1.35,1.35,0.5,7.0,4.0,0,37,2025-05-19T19:00:00Z
Isaac Hayden,MID,Newcastle,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,55.13279016072359,1.5,1.35,1.35,0.5,7.0,4.4,0,37,2025-05-18T15:30:00Z
Isaac Heath,MID,Everton,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,33.41918109936455,1.5,1.35,1.35,0.5,7.0,4.5,0,37,2025-05-18T11:00:00Z
Ismaïla Sarr,MID,Crystal Palace,359.0,5.0,4.0,0.0,1.0,2.0,6.133704735376044,2.6,1.5099999999999998,1.24,1.0,0.0,0.0,48.0,4.82,1.0,3.0,1.0,85.03998401399176,1.5,1.35,1.35,0.5,7.0,5.6,5,37,2025-05-20T19:00:00Z
Ismeal Kabia,MID,Arsenal,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,47.02390092788176,1.5,1.35,1.35,0.5,7.0,4.5,0,37,2025-05-18T15:30:00Z
Issa Diop,DEF,Fulham,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,63.2486008784843,1.5,1.35,1.35,0.5,7.0,4.3,0,37,2025-05-18T14:00:00Z
Iwan Morgan,FWD,Brentford,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,50.24500524956896,1.5,1.35,1.35,0.5,7.0,4.5,0,37,2025-05-18T14:00:00Z
Jack Clarke,MID,Ipswich,198.0,5.0,3.0,0.0,0.0,0.0,6.141414141414141,1.2,0.03,0.04000000000000001,0.0,0.0,0.0,28.0,2.0000000000000004,1.0,3.0,0.0,53.05915729619075,1.5,1.35,1.35,0.5,7.0,5.4,2,37,2025-05-18T14:00:00Z
Jack Fletcher,MID,Man Utd,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,43.93264869537421,1.5,1.35,1.35,0.5,7.0,4.5,0,37,2025-05-16T19:15:00Z
Jack Henry-Francis,MID,Arsenal,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,26.582774149530476,1.5,1.35,1.35,0.5,7.0,4.5,0,37,2025-05-18T15:30:00Z
Jack Hinshelwood,MID,Brighton,330.0,5.0,4.0,0.0,2.0,1.0,6.2303030303030305,3.0,0.08,0.13,1.0,0.0,0.0,76.0,3.2399999999999998,1.0,3.0,1.0,55.27856984459968,1.5,1.35,1.35,0.5,7.0,4.9,6,37,2025-05-19T19:00:00Z
Jack Moorhouse,MID,Man Utd,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,33.71820184154225,1.5,1.35,1.35,0.5,7.0,4.5,0,37,2025-05-16T19:15:00Z
Jack Stephens,DEF,Southampton,405.0,5.0,5.0,1.0,0.0,1.0,6.128395061728395,3.2,0.3,0.05,0.0,0.0,0.0,52.0,3.6799999999999997,1.0,3.0,0.0,66.50944641200806,1.5,1.35,1.35,0.5,7.0,4.0,1,37,2025-05-18T11:00:00Z
Jack Taylor,MID,Ipswich,285.0,5.0,3.0,0.0,0.0,0.0,6.108771929824561,1.4,0.15,0.04,1.0,0.0,0.0,31.0,0.9800000000000001,1.0,3.0,0.0,50.46372417165885,1.5,1.35,1.35,0.5,7.0,4.8,1,37,2025-05-18T14:00:00Z
Jacob Murphy,MID,Newcastle,336.0,5.0,5.0,1.0,3.0,3.0,6.339285714285714,5.6,0.2,1.37,1.0,0.0,3.0,114.0,6.619999999999999,1.0,3.0,0.0,90.09022223021438,1.5,1.35,1.35,0.5,7.0,5.2,2,37,2025-05-18T15:30:00Z
Jacob Slater,DEF,Brighton,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,49.94613814566511,1.5,1.35,1.35,0.5,7.0,4.0,0,37,2025-05-19T19:00:00Z
Jacob Wright,MID,Man City,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,43.81681056026335,1.5,1.35,1.35,0.5,7.0,4.5,0,37,2025-05-20T19:00:00Z
Jaden Philogene,MID,Ipswich,4.0,5.0,0.0,0.0,0.0,0.0,6.033333333333333,0.2,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.43999999999999995,3.0,0.0,54.72252237535672,1.5,1.35,1.35,0.5,7.0,5.3,0,37,2025-05-18T14:00:00Z
Jahmai Simpson-Pusey,DEF,Man City,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,51.73187503517389,1.5,1.35,1.35,0.5,7.0,4.0,0,37,2025-05-20T19:00:00Z
Jake Evans,MID,Leicester,7.0,5.0,0.0,0.0,0.0,0.0,6.066666666666666,0.4,0.0,0.0,0.0,0.0,0.0,6.0,0.02,0.58,3.0,1.0,28.656113629137046,1.5,1.35,1.35,0.5,7.0,4.5,1,37,2025-05-18T14:00:00Z
Jake O'Brien,DEF,Everton,360.0,5.0,4.0,0.0,0.0,1.0,6.1194444444444445,1.8,0.03,0.02,1.0,0.0,0.0,43.0,1.2400000000000002,0.8599999999999999,3.0,1.0,73.08935873465579,1.5,1.35,1.35,0.5,7.0,4.5,7,37,2025-05-18T11:00:00Z
Jakub Kiwior,DEF,Arsenal,450.0,5.0,5.0,1.0,0.0,1.0,6.168888888888889,3.4,0.11000000000000001,0.12,0.0,0.0,0.0,76.0,3.3600000000000003,1.0,3.0,1.0,77.8755587879988,1.5,1.35,1.35,0.5,7.0,4.8,7,37,2025-05-18T15:30:00Z
Jakub Moder,MID,Brighton,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,67.41790502726384,1.5,1.35,1.35,0.5,7.0,4.4,0,37,2025-05-19T19:00:00Z
Jakub Stolarczyk,GK,Leicester,180.0,5.0,2.0,0.0,0.0,1.0,6.155555555555556,1.4,0.0,0.0,0.0,0.0,0.0,28.0,0.8,0.58,3.0,1.0,68.60625294238177,1.5,1.35,1.35,0.5,7.0,4.0,6,37,2025-05-18T14:00:00Z
Jamaal Lascelles,DEF,Newcastle,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,40.87302171858928,1.5,1.35,1.35,0.5,7.0,4.5,0,37,2025-05-18T15:30:00Z
Jamal Lewis,DEF,Newcastle,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,60.324209234399426,1.5,1.35,1.35,0.5,7.0,4.0,0,37,2025-05-18T15:30:00Z
James Justin,DEF,Leicester,322.0,5.0,3.0,0.0,0.0,1.0,6.108695652173913,1.8,0.02,0.06999999999999998,1.0,0.0,1.0,35.0,1.6599999999999997,1.0,3.0,1.0,73.96868343147713,1.5,1.35,1.35,0.5,7.0,4.1,12,37,2025-05-18T14:00:00Z
James Maddison,MID,Spurs,119.0,5.0,2.0,0.0,1.0,0.0,6.310924369747899,1.2,0.0699999999999999,0.26,0.0,0.0,0.0,37.0,2.2800000000000002,0.58,3.0,0.0,81.69743253476032,1.5,1.35,1.35,0.5,7.0,7.4,0,37,2025-05-16T18:30:00Z
James McConnell,MID,Liverpool,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,55.563052038664985,1.5,1.35,1.35,0.5,7.0,4.3,0,37,2025-05-19T19:00:00Z
James Milner,MID,Brighton,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,52.35896131220065,1.5,1.35,1.35,0.5,7.0,5.0,0,37,2025-05-19T19:00:00Z
James Ward-Prowse,MID,West Ham,320.0,5.0,4.0,0.0,0.0,2.0,6.23125,2.0,0.68,0.64,0.0,0.0,0.0,74.0,4.62,1.0,3.0,1.0,68.97435722107352,1.5,1.35,1.35,0.5,7.0,6.1,1,37,2025-05-18T13:15:00Z
Jamie Vardy,FWD,Leicester,385.0,5.0,5.0,1.0,1.0,2.0,6.161038961038961,3.6,1.31,0.09000000000000001,0.0,0.0,3.0,62.0,2.7800000000000002,1.0,3.0,1.0,84.75552948521874,1.5,1.35,1.35,0.5,7.0,5.3,8,37,2025-05-18T14:00:00Z
Jan Bednarek,DEF,Southampton,450.0,5.0,5.0,0.0,0.0,1.0,6.115555555555556,2.2,0.0,0.03,1.0,0.0,1.0,52.0,2.4,1.0,3.0,0.0,77.62115217472272,1.5,1.35,1.35,0.5,7.0,4.0,0,37,2025-05-18T11:00:00Z
Jan Paul van Hecke,DEF,Brighton,270.0,5.0,3.0,0.0,0.0,1.0,6.12962962962963,1.6,0.0,0.060000000000000005,1.0,0.0,1.0,35.0,1.1999999999999997,0.72,3.0,1.0,71.18562926827478,1.5,1.35,1.35,0.5,7.0,4.5,1,37,2025-05-19T19:00:00Z
Jannik Vestergaard,DEF,Leicester,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,75.77184736135371,1.5,1.35,1.35,0.5,7.0,3.9,0,37,2025-05-18T14:00:00Z
Jarell Quansah,DEF,Liverpool,112.0,5.0,1.0,0.0,0.0,0.0,6.0,-0.2,0.1,0.04,1.0,0.0,0.0,-9.0,0.78,0.58,3.0,0.0,73.44744986317552,1.5,1.35,1.35,0.5,7.0,3.9,1,37,2025-05-19T19:00:00Z
Jarrad Branthwaite,DEF,Everton,450.0,5.0,5.0,0.0,0.0,1.0,6.137777777777778,2.2,0.4,0.33,1.0,0.0,0.0,62.0,3.08,1.0,3.0,1.0,79.07361881215044,1.5,1.35,1.35,0.5,7.0,4.9,6,37,2025-05-18T11:00:00Z
Jarrod Bowen,MID,West Ham,427.0,5.0,5.0,3.0,2.0,2.0,6.252927400468384,7.6,1.4499999999999997,1.0,0.0,0.0,5.0,108.0,7.7200000000000015,1.0,3.0,1.0,89.56384499953688,1.5,1.35,1.35,0.5,7.0,7.8,8,37,2025-05-18T13:15:00Z
Jason Steele,GK,Brighton,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,70.84882656109845,1.5,1.35,1.35,0.5,7.0,4.0,0,37,2025-05-19T19:00:00Z
Jayden Danns,FWD,Liverpool,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,46.917787154221166,1.5,1.35,1.35,0.5,7.0,4.5,0,37,2025-05-19T19:00:00Z
Jean-Clair Todibo,DEF,West Ham,418.0,5.0,5.0,0.0,0.0,1.0,6.12200956937799,2.6,0.0,0.01,0.0,0.0,0.0,51.0,1.48,1.0,3.0,1.0,64.76554882092246,1.5,1.35,1.35,0.5,7.0,4.2,0,37,2025-05-18T13:15:00Z
Jean-Philippe Mateta,FWD,Crystal Palace,273.0,5.0,4.0,1.0,0.0,1.0,6.186813186813187,2.8,1.08,0.11,0.0,0.0,3.0,51.0,3.8,1.0,3.0,1.0,87.37147686836312,1.5,1.35,1.35,0.5,7.0,7.6,1,37,2025-05-20T19:00:00Z
Jean-Ricner Bellegarde,MID,Wolves,142.0,5.0,2.0,0.0,0.0,0.0,6.246478873239437,1.0,0.08,0.06,0.0,0.0,0.0,35.0,1.2,0.8599999999999999,3.0,0.0,61.95515938786889,1.5,1.35,1.35,0.5,7.0,4.9,5,37,2025-05-20T19:00:00Z
Jens Cajuste,MID,Ipswich,208.0,5.0,2.0,0.0,0.0,0.0,6.096153846153846,1.2,0.09,0.01,0.0,0.0,0.0,20.0,1.22,0.8599999999999999,3.0,0.0,60.22090497986438,1.5,1.35,1.35,0.5,7.0,4.5,2,37,2025-05-18T14:00:00Z
Jenson Metcalfe,MID,Everton,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,37.96690722332975,1.5,1.35,1.35,0.5,7.0,4.5,0,37,2025-05-18T11:00:00Z
