name,position,club,minutes,appearances,starts,goals,assists,clean_sheets,rating,form,xg,xa,yellow_cards,red_cards,bonus,bps,ict_index,chance_playing,fixture_difficulty,home,selected_by_percent,team_form_points,team_attack_form,team_defence_form,opponent_strength,rest_days,price,future_points,GW,kickoff_time
Diogo Teixeira da Silva,MID,Liverpool,283.0,4.0,4.0,1.0,1.0,3.0,6.144876325088339,4.5,1.91,0.11,0.0,0.0,0.0,41.0,5.2250000000000005,1.0,3.0,1.0,89.8505682801749,1.5,1.35,1.35,0.5,7.0,7.6,0,5,2024-09-21T14:00:00Z
Djed Spence,DEF,Spurs,18.0,4.0,0.0,0.0,0.0,0.0,6.088888888888889,0.5,0.0,0.0,0.0,0.0,0.0,8.0,0.2,0.6499999999999999,3.0,1.0,57.41425991575221,1.5,1.35,1.35,0.5,7.0,4.4,0,5,2024-09-21T14:00:00Z
Dominic Calvert-Lewin,FWD,Everton,323.0,4.0,4.0,2.0,1.0,0.0,6.207430340557275,5.5,1.12,0.41000000000000003,0.0,0.0,3.0,67.0,5.050000000000001,1.0,3.0,0.0,81.12070562940232,1.5,1.35,1.35,0.5,7.0,5.9,2,5,2024-09-21T14:00:00Z
Dominic Solanke-Mitchell,FWD,Spurs,180.0,4.0,2.0,0.0,0.0,0.0,6.094444444444444,1.0,0.51,0.18,0.0,0.0,0.0,17.0,2.8,0.6499999999999999,3.0,1.0,85.4289787152087,1.5,1.35,1.35,0.5,7.0,7.5,6,5,2024-09-21T14:00:00Z
Eberechi Eze,MID,Crystal Palace,360.0,4.0,4.0,1.0,0.0,0.0,6.211111111111111,4.0,1.51,0.62,0.0,0.0,3.0,76.0,8.775,1.0,3.0,1.0,92.58211655922287,1.5,1.35,1.35,0.5,7.0,6.9,3,5,2024-09-21T16:30:00Z
Eddie Nketiah,FWD,Crystal Palace,90.0,4.0,1.0,0.0,0.0,0.0,6.0777777777777775,0.5,0.34,0.23,0.0,0.0,0.0,7.0,1.775,0.475,3.0,1.0,72.63355609241881,1.5,1.35,1.35,0.5,7.0,5.9,2,5,2024-09-21T16:30:00Z
Ederson Santana de Moraes,GK,Man City,360.0,4.0,4.0,0.0,1.0,1.0,6.197222222222222,4.75,0.0,0.01,0.0,0.0,2.0,71.0,2.7249999999999996,1.0,3.0,1.0,85.58320874409317,1.5,1.35,1.35,0.5,7.0,5.5,0,5,2024-09-22T15:30:00Z
Edson Álvarez Velázquez,MID,West Ham,169.0,4.0,2.0,0.0,0.0,0.0,6.1420118343195265,1.0,0.01,0.24,1.0,0.0,0.0,24.0,1.375,0.825,3.0,1.0,59.50523155905064,1.5,1.35,1.35,0.5,7.0,5.0,0,5,2024-09-21T11:30:00Z
Elkan Baggott,DEF,Ipswich,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,49.05820909523032,1.5,1.35,1.35,0.5,7.0,4.0,0,5,2024-09-21T14:00:00Z
Elliot Anderson,MID,Nott'm Forest,242.0,4.0,3.0,0.0,1.0,2.0,6.24793388429752,3.25,0.1,0.12000000000000001,1.0,0.0,2.0,60.0,3.825,1.0,3.0,0.0,62.34321232390244,1.5,1.35,1.35,0.5,7.0,5.0,1,5,2024-09-22T13:00:00Z
Emerson Palmieri dos Santos,DEF,West Ham,304.0,4.0,4.0,0.0,0.0,1.0,6.115131578947368,2.0,0.04,0.14,1.0,0.0,0.0,35.0,2.675,1.0,3.0,1.0,69.33051228961507,1.5,1.35,1.35,0.5,7.0,4.5,1,5,2024-09-21T11:30:00Z
Emile Smith Rowe,MID,Fulham,274.0,4.0,4.0,1.0,1.0,2.0,6.291970802919708,5.5,0.92,0.7000000000000001,0.0,0.0,4.0,80.0,4.6,1.0,3.0,1.0,93.25108769782916,1.5,1.35,1.35,0.5,7.0,5.7,8,5,2024-09-21T14:00:00Z
Emiliano Buendía Stati,MID,Aston Villa,6.0,4.0,0.0,0.0,0.0,0.0,6.033333333333333,0.25,0.0,0.01,0.0,0.0,0.0,3.0,0.025,0.475,3.0,1.0,57.85799538685505,1.5,1.35,1.35,0.5,7.0,5.4,1,5,2024-09-21T14:00:00Z
Emiliano Martínez Romero,GK,Aston Villa,360.0,4.0,4.0,0.0,0.0,0.0,6.083333333333333,1.5,0.0,0.0,1.0,0.0,0.0,30.0,1.6,1.0,3.0,1.0,88.77138218851579,1.5,1.35,1.35,0.5,7.0,5.0,3,5,2024-09-21T14:00:00Z
Emmanuel Dennis,FWD,Nott'm Forest,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,64.56407684367585,1.5,1.35,1.35,0.5,7.0,4.9,0,5,2024-09-22T13:00:00Z
Enes Ünal,FWD,Bournemouth,7.0,4.0,0.0,0.0,0.0,0.0,6.0777777777777775,0.25,0.08,0.04,0.0,0.0,0.0,7.0,1.05,0.475,3.0,0.0,49.65543698276635,1.5,1.35,1.35,0.5,7.0,5.4,1,5,2024-09-21T14:00:00Z
Enso González,MID,Wolves,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,50.556319452360476,1.5,1.35,1.35,0.5,7.0,4.5,0,5,2024-09-21T14:00:00Z
Enzo Barrenechea,MID,Aston Villa,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,50.16257629111891,1.5,1.35,1.35,0.5,7.0,4.9,0,5,2024-09-21T14:00:00Z
Enzo Fernández,MID,Chelsea,270.0,4.0,3.0,0.0,0.0,0.0,6.155555555555556,1.5,0.22,0.2,0.0,0.0,0.0,42.0,3.525,0.825,3.0,0.0,75.09760111646358,1.5,1.35,1.35,0.5,7.0,5.0,3,5,2024-09-21T11:30:00Z
Eric da Silva Moreira,MID,Nott'm Forest,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,55.852415368795114,1.5,1.35,1.35,0.5,7.0,4.5,0,5,2024-09-22T13:00:00Z
Erling Haaland,FWD,Man City,359.0,4.0,4.0,9.0,0.0,1.0,6.729805013927576,13.5,4.88,0.16,1.0,0.0,11.0,262.0,15.049999999999999,1.0,3.0,1.0,99.17739210230565,1.5,1.35,1.35,0.5,7.0,15.3,9,5,2024-09-22T15:30:00Z
Ethan Pinnock,DEF,Brentford,360.0,4.0,4.0,0.0,0.0,0.0,6.086111111111111,0.75,0.23,0.04,1.0,0.0,0.0,31.0,3.675,1.0,3.0,0.0,66.16849444699459,1.5,1.35,1.35,0.5,7.0,4.5,1,5,2024-09-21T14:00:00Z
Evan Ferguson,FWD,Brighton,5.0,4.0,0.0,0.0,0.0,0.0,6.011111111111111,0.25,0.06,0.0,0.0,0.0,0.0,1.0,0.0,0.475,3.0,1.0,63.234028944236655,1.5,1.35,1.35,0.5,7.0,5.5,1,5,2024-09-22T13:00:00Z
Ezri Konsa Ngoyo,DEF,Aston Villa,360.0,4.0,4.0,0.0,0.0,0.0,6.116666666666666,1.5,0.07,0.03,0.0,0.0,0.0,42.0,2.375,1.0,3.0,1.0,88.58548844873948,1.5,1.35,1.35,0.5,7.0,4.5,9,5,2024-09-21T14:00:00Z
Fabian Schär,DEF,Newcastle,117.0,4.0,2.0,1.0,0.0,0.0,6.136752136752137,1.5,0.14,0.01,0.0,1.0,0.0,16.0,1.4749999999999999,0.6499999999999999,3.0,0.0,73.48969525042422,1.5,1.35,1.35,0.5,7.0,5.4,1,5,2024-09-21T14:00:00Z
Facundo Buonanotte,MID,Leicester,170.0,4.0,2.0,1.0,1.0,0.0,6.3,3.25,0.17,0.38,0.0,0.0,0.0,51.0,3.875,0.825,3.0,1.0,65.17972010571452,1.5,1.35,1.35,0.5,7.0,5.0,0,5,2024-09-21T14:00:00Z
Facundo Pellistri Rebollo,MID,Man Utd,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,43.51750465701021,1.5,1.35,1.35,0.5,7.0,5.0,0,5,2024-09-21T16:30:00Z
Federico Chiesa,MID,Liverpool,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,64.87637946630323,1.5,1.35,1.35,0.5,7.0,7.0,1,5,2024-09-21T14:00:00Z
Ferdi Kadioglu,DEF,Brighton,23.0,2.0,0.0,0.0,0.0,0.0,6.055555555555555,0.5,0.03,0.02,0.0,0.0,0.0,5.0,1.6,0.6499999999999999,3.0,1.0,62.07018838514075,1.5,1.35,1.35,0.5,7.0,4.5,0,5,2024-09-22T13:00:00Z
Flynn Downes,MID,Southampton,360.0,4.0,4.0,0.0,0.0,0.0,6.152777777777778,1.75,0.2,0.51,1.0,0.0,0.0,55.0,4.875,1.0,3.0,1.0,55.22370458186958,1.5,1.35,1.35,0.5,7.0,4.9,1,5,2024-09-21T14:00:00Z
Francisco Evanilson de Lima Barbosa,FWD,Bournemouth,202.0,3.0,3.0,0.0,0.0,2.0,6.0495049504950495,1.3333333333333333,1.86,0.15000000000000002,0.0,0.0,0.0,10.0,3.5,1.0,3.0,0.0,64.15072740627538,1.5,1.35,1.35,0.5,7.0,5.9,2,5,2024-09-21T14:00:00Z
Francisco Jorge Tomás Oliveira,MID,Wolves,6.0,4.0,0.0,0.0,0.0,0.0,6.044444444444444,0.25,0.0,0.05,0.0,0.0,0.0,4.0,0.475,0.475,3.0,0.0,61.116583804546224,1.5,1.35,1.35,0.5,7.0,4.5,0,5,2024-09-21T14:00:00Z
Frank Onyeka,MID,Brentford,23.0,4.0,0.0,0.0,0.0,0.0,6.033333333333333,0.5,0.0,0.02,0.0,0.0,0.0,3.0,0.0,0.6499999999999999,3.0,0.0,48.358563798711046,1.5,1.35,1.35,0.5,7.0,4.9,0,5,2024-09-21T14:00:00Z
Fraser Forster,GK,Spurs,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,63.0671080299535,1.5,1.35,1.35,0.5,7.0,4.4,0,5,2024-09-21T14:00:00Z
Freddie Ladapo,FWD,Ipswich,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,74.15909333814541,1.5,1.35,1.35,0.5,7.0,4.5,0,5,2024-09-21T14:00:00Z
Fábio Ferreira Vieira,MID,Arsenal,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,45.893254783867945,1.5,1.35,1.35,0.5,7.0,5.4,0,5,2024-09-22T15:30:00Z
Gabriel Fernando de Jesus,FWD,Arsenal,15.0,4.0,0.0,0.0,0.0,0.0,6.022222222222222,0.25,0.0,0.0,1.0,0.0,0.0,2.0,0.025,0.6499999999999999,3.0,0.0,71.59156561726215,1.5,1.35,1.35,0.5,7.0,6.8,0,5,2024-09-22T15:30:00Z
Gabriel Martinelli Silva,MID,Arsenal,249.0,4.0,3.0,0.0,0.0,3.0,6.180722891566265,2.5,0.25,0.74,0.0,0.0,0.0,45.0,4.925,1.0,3.0,0.0,76.3142967456238,1.5,1.35,1.35,0.5,7.0,6.9,5,5,2024-09-22T15:30:00Z
Gabriel dos Santos Magalhães,DEF,Arsenal,360.0,4.0,4.0,1.0,0.0,3.0,6.288888888888889,7.25,0.51,0.05,1.0,0.0,4.0,104.0,4.775,1.0,3.0,0.0,88.73992705808635,1.5,1.35,1.35,0.5,7.0,6.0,7,5,2024-09-22T15:30:00Z
George Earthy,MID,West Ham,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,53.36157695380977,1.5,1.35,1.35,0.5,7.0,4.5,0,5,2024-09-21T11:30:00Z
George Edmundson,DEF,Ipswich,1.0,4.0,0.0,0.0,0.0,0.0,6.033333333333333,0.25,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.475,3.0,0.0,59.122452960659984,1.5,1.35,1.35,0.5,7.0,4.0,0,5,2024-09-21T14:00:00Z
George Hirst,FWD,Ipswich,31.0,4.0,0.0,0.0,0.0,0.0,6.033333333333333,0.25,0.0,0.0,0.0,0.0,0.0,3.0,0.35,0.475,3.0,0.0,46.588240727323964,1.5,1.35,1.35,0.5,7.0,5.4,1,5,2024-09-21T14:00:00Z
Gonçalo Manuel Ganchinho Guedes,MID,Wolves,19.0,4.0,0.0,0.0,0.0,0.0,6.1,0.5,0.0,0.01,0.0,0.0,0.0,9.0,0.1,0.6499999999999999,3.0,0.0,56.110906103537104,1.5,1.35,1.35,0.5,7.0,5.4,1,5,2024-09-21T14:00:00Z
Guglielmo Vicario,GK,Spurs,360.0,4.0,4.0,0.0,0.0,1.0,6.161111111111111,2.75,0.0,0.0,1.0,0.0,0.0,58.0,1.9000000000000001,1.0,3.0,1.0,80.84126825408313,1.5,1.35,1.35,0.5,7.0,5.0,3,5,2024-09-21T14:00:00Z
Guido Rodríguez,MID,West Ham,333.0,4.0,4.0,0.0,0.0,1.0,6.126126126126126,1.75,0.05,0.04,2.0,0.0,0.0,42.0,1.125,1.0,3.0,1.0,56.733910530478724,1.5,1.35,1.35,0.5,7.0,5.0,1,5,2024-09-21T11:30:00Z
Gustavo Nunes Fernandes Gomes,MID,Brentford,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,36.68722581778084,1.5,1.35,1.35,0.5,7.0,5.0,0,5,2024-09-21T14:00:00Z
Hamed Traorè,MID,Bournemouth,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,58.40203621724913,1.5,1.35,1.35,0.5,7.0,4.5,0,5,2024-09-21T14:00:00Z
Hamza Choudhury,MID,Leicester,14.0,4.0,0.0,0.0,0.0,0.0,6.044444444444444,0.25,0.0,0.0,0.0,0.0,0.0,4.0,0.075,0.475,3.0,1.0,63.350709816055364,1.5,1.35,1.35,0.5,7.0,4.5,0,5,2024-09-21T14:00:00Z
Hannibal Mejbri,MID,Man Utd,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,55.525133250652594,1.5,1.35,1.35,0.5,7.0,4.5,0,5,2024-09-21T16:30:00Z
Harry Souttar,DEF,Leicester,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,45.14958267703044,1.5,1.35,1.35,0.5,7.0,4.0,0,5,2024-09-21T14:00:00Z
Harry Toffolo,DEF,Nott'm Forest,36.0,4.0,0.0,0.0,0.0,0.0,6.0,0.25,0.02,0.01,0.0,0.0,0.0,0.0,0.475,0.475,3.0,0.0,55.4906273126192,1.5,1.35,1.35,0.5,7.0,4.4,0,5,2024-09-22T13:00:00Z
Harry Wilson,MID,Fulham,36.0,4.0,0.0,0.0,0.0,0.0,6.0777777777777775,0.5,0.0,0.02,1.0,0.0,0.0,7.0,0.4,0.825,3.0,1.0,59.6646033863684,1.5,1.35,1.35,0.5,7.0,5.4,0,5,2024-09-21T14:00:00Z
Harvey Barnes,MID,Newcastle,157.0,4.0,1.0,2.0,1.0,0.0,6.490445859872612,5.75,0.5900000000000001,0.52,0.0,0.0,5.0,77.0,5.125,1.0,3.0,0.0,77.27414325212419,1.5,1.35,1.35,0.5,7.0,6.4,10,5,2024-09-21T14:00:00Z
Hwang Hee-chan,MID,Wolves,197.0,4.0,2.0,0.0,0.0,0.0,6.116751269035533,1.25,0.0,0.15,0.0,0.0,0.0,23.0,1.425,1.0,3.0,0.0,68.17706696601668,1.5,1.35,1.35,0.5,7.0,6.3,0,5,2024-09-21T14:00:00Z
Hwang Ui-jo,FWD,Nott'm Forest,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,78.59701955626107,1.5,1.35,1.35,0.5,7.0,4.5,0,5,2024-09-22T13:00:00Z
Hákon Valdimarsson,GK,Brentford,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,80.8941482304925,1.5,1.35,1.35,0.5,7.0,4.0,0,5,2024-09-21T14:00:00Z
Ibrahim Osman,MID,Brighton,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,39.104141834070056,1.5,1.35,1.35,0.5,7.0,5.0,0,5,2024-09-22T13:00:00Z
Ibrahim Sangaré,MID,Nott'm Forest,212.0,4.0,3.0,0.0,0.0,1.0,6.122641509433962,1.0,0.02,0.060000000000000005,2.0,0.0,0.0,26.0,1.85,0.825,3.0,0.0,77.01553398835237,1.5,1.35,1.35,0.5,7.0,4.5,0,5,2024-09-22T13:00:00Z
Ibrahima Konaté,DEF,Liverpool,299.0,4.0,3.0,0.0,0.0,2.0,6.2675585284280935,4.0,0.23,0.04,0.0,0.0,1.0,80.0,2.675,1.0,3.0,1.0,83.92729163309546,1.5,1.35,1.35,0.5,7.0,5.1,8,5,2024-09-21T14:00:00Z
Idrissa Gueye,MID,Everton,333.0,4.0,4.0,0.0,0.0,0.0,6.102102102102102,2.0,0.19999999999999998,0.08,0.0,0.0,0.0,34.0,1.9,1.0,3.0,0.0,54.90107242641882,1.5,1.35,1.35,0.5,7.0,4.9,0,5,2024-09-21T14:00:00Z
Igor Julio dos Santos de Paulo,DEF,Brighton,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,58.00001533202588,1.5,1.35,1.35,0.5,7.0,4.4,0,5,2024-09-22T13:00:00Z
Igor Thiago Nascimento Rodrigues,FWD,Brentford,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,47.593519244257884,1.5,1.35,1.35,0.5,7.0,5.9,0,5,2024-09-21T14:00:00Z
Iliman Ndiaye,FWD,Everton,222.0,4.0,2.0,0.0,0.0,1.0,6.076576576576577,1.25,0.3,0.07,1.0,0.0,0.0,17.0,2.575,1.0,3.0,0.0,64.36966399173137,1.5,1.35,1.35,0.5,7.0,5.4,8,5,2024-09-21T14:00:00Z
Isaac Hayden,MID,Newcastle,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,57.14586515648597,1.5,1.35,1.35,0.5,7.0,4.5,0,5,2024-09-21T14:00:00Z
Ismaïla Sarr,MID,Crystal Palace,55.0,4.0,0.0,0.0,1.0,0.0,6.288888888888889,1.75,0.18,0.6200000000000001,0.0,0.0,0.0,26.0,2.0250000000000004,1.0,3.0,1.0,62.54445836946682,1.5,1.35,1.35,0.5,7.0,5.9,1,5,2024-09-21T16:30:00Z
Issa Diop,DEF,Fulham,270.0,4.0,3.0,0.0,0.0,0.0,6.0851851851851855,1.5,0.17,0.02,0.0,0.0,0.0,23.0,1.8,0.825,3.0,1.0,64.46718702994731,1.5,1.35,1.35,0.5,7.0,4.5,1,5,2024-09-21T14:00:00Z
Issa Kaboré,DEF,Man City,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,41.77642518167705,1.5,1.35,1.35,0.5,7.0,4.5,0,5,2024-09-22T15:30:00Z
Ivan Toney,FWD,Brentford,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,75.83190343835489,1.5,1.35,1.35,0.5,7.0,7.3,0,5,2024-09-21T14:00:00Z
Jack Grealish,MID,Man City,173.0,4.0,2.0,0.0,0.0,0.0,6.173410404624278,1.0,0.48,0.4,1.0,0.0,0.0,30.0,3.6,0.825,3.0,1.0,63.24277616276463,1.5,1.35,1.35,0.5,7.0,6.4,1,5,2024-09-22T15:30:00Z
Jack Harrison,MID,Everton,293.0,4.0,4.0,0.0,0.0,0.0,6.15358361774744,1.75,0.79,0.47000000000000003,0.0,0.0,0.0,45.0,4.425,1.0,3.0,0.0,59.63973156797074,1.5,1.35,1.35,0.5,7.0,5.4,1,5,2024-09-21T14:00:00Z
Jack Hinshelwood,MID,Brighton,336.0,4.0,4.0,0.0,0.0,2.0,6.148809523809524,2.25,0.2,0.45,1.0,0.0,0.0,50.0,3.25,1.0,3.0,1.0,55.05714769369901,1.5,1.35,1.35,0.5,7.0,5.0,10,5,2024-09-22T13:00:00Z
Jack Taylor,MID,Ipswich,43.0,4.0,0.0,0.0,0.0,0.0,6.088888888888889,0.5,0.02,0.01,0.0,0.0,0.0,8.0,0.32499999999999996,0.6499999999999999,3.0,0.0,50.538310120698426,1.5,1.35,1.35,0.5,7.0,4.9,0,5,2024-09-21T14:00:00Z
Jacob Greaves,DEF,Ipswich,360.0,4.0,4.0,0.0,0.0,1.0,6.122222222222222,2.25,0.12000000000000001,0.0,0.0,0.0,0.0,44.0,3.3000000000000003,1.0,3.0,0.0,78.09021224297373,1.5,1.35,1.35,0.5,7.0,4.0,2,5,2024-09-21T14:00:00Z
Jaden Philogene,MID,Aston Villa,17.0,4.0,0.0,0.0,0.0,0.0,6.066666666666666,0.25,0.07,0.01,1.0,0.0,0.0,6.0,0.15,0.6499999999999999,3.0,1.0,53.54422522023029,1.5,1.35,1.35,0.5,7.0,5.3,0,5,2024-09-21T14:00:00Z
Jadon Sancho,MID,Chelsea,45.0,4.0,0.0,0.0,1.0,0.0,6.166666666666667,0.75,0.0,0.14,1.0,0.0,0.0,15.0,1.325,0.475,3.0,0.0,71.20510875609921,1.5,1.35,1.35,0.5,7.0,6.3,4,5,2024-09-21T11:30:00Z
Jaidon Anthony,MID,Bournemouth,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,63.8123877219264,1.5,1.35,1.35,0.5,7.0,4.5,0,5,2024-09-21T14:00:00Z
Jakub Stolarczyk,GK,Leicester,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,53.08725991694618,1.5,1.35,1.35,0.5,7.0,4.0,0,5,2024-09-21T14:00:00Z
James Bree,DEF,Southampton,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,60.97412513458479,1.5,1.35,1.35,0.5,7.0,4.0,0,5,2024-09-21T14:00:00Z
James Hill,DEF,Bournemouth,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,66.30560899910971,1.5,1.35,1.35,0.5,7.0,4.0,0,5,2024-09-21T14:00:00Z
James Justin,DEF,Leicester,360.0,4.0,4.0,0.0,0.0,0.0,6.088888888888889,1.25,0.19,0.02,0.0,0.0,0.0,32.0,2.0,1.0,3.0,1.0,64.5664371279524,1.5,1.35,1.35,0.5,7.0,4.5,2,5,2024-09-21T14:00:00Z
James Maddison,MID,Spurs,316.0,4.0,4.0,0.0,2.0,1.0,6.262658227848101,3.5,0.5,1.78,1.0,0.0,0.0,83.0,8.925,1.0,3.0,1.0,81.44156570807402,1.5,1.35,1.35,0.5,7.0,7.5,12,5,2024-09-21T14:00:00Z
James McAtee,MID,Man City,1.0,4.0,0.0,0.0,0.0,0.0,6.033333333333333,0.25,0.0,0.02,0.0,0.0,0.0,3.0,0.075,0.475,3.0,1.0,53.58876076803968,1.5,1.35,1.35,0.5,7.0,4.8,0,5,2024-09-22T15:30:00Z
James Milner,MID,Brighton,169.0,4.0,3.0,0.0,0.0,1.0,6.1420118343195265,1.25,0.16,0.15,1.0,0.0,0.0,24.0,2.675,0.825,3.0,1.0,55.7710920064833,1.5,1.35,1.35,0.5,7.0,5.0,0,5,2024-09-22T13:00:00Z
James Tarkowski,DEF,Everton,360.0,4.0,4.0,0.0,0.0,0.0,6.0,0.5,0.37,0.23,1.0,0.0,0.0,-14.0,3.55,1.0,3.0,0.0,73.1936939016438,1.5,1.35,1.35,0.5,7.0,4.9,2,5,2024-09-21T14:00:00Z
Jamie Vardy,FWD,Leicester,328.0,4.0,4.0,2.0,0.0,0.0,6.216463414634147,4.75,1.44,0.07,1.0,0.0,4.0,71.0,4.675,1.0,3.0,1.0,88.0072244970148,1.5,1.35,1.35,0.5,7.0,5.7,2,5,2024-09-21T14:00:00Z
Jan Paul van Hecke,DEF,Brighton,360.0,4.0,4.0,0.0,0.0,2.0,6.205555555555556,3.75,0.05,0.08,1.0,0.0,0.0,74.0,2.475,1.0,3.0,1.0,71.15182620067168,1.5,1.35,1.35,0.5,7.0,4.5,4,5,2024-09-22T13:00:00Z
Jarell Quansah,DEF,Liverpool,45.0,4.0,1.0,0.0,0.0,0.0,6.0777777777777775,0.25,0.0,0.0,0.0,0.0,0.0,7.0,0.4,0.475,3.0,1.0,76.14652231814462,1.5,1.35,1.35,0.5,7.0,4.2,0,5,2024-09-21T14:00:00Z
Jason Steele,GK,Brighton,180.0,4.0,2.0,0.0,0.0,1.0,6.2555555555555555,2.25,0.0,0.0,0.0,0.0,1.0,46.0,1.025,0.6499999999999999,3.0,1.0,77.2820175833912,1.5,1.35,1.35,0.5,7.0,4.5,0,5,2024-09-22T13:00:00Z
Jay Stansfield,FWD,Fulham,1.0,4.0,0.0,0.0,0.0,0.0,6.022222222222222,0.25,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.475,3.0,1.0,55.21990303841946,1.5,1.35,1.35,0.5,7.0,5.0,0,5,2024-09-21T14:00:00Z
Jean-Philippe Mateta,FWD,Crystal Palace,293.0,4.0,4.0,2.0,0.0,0.0,6.2184300341296925,4.5,1.6800000000000002,0.25,0.0,0.0,3.0,64.0,4.325,1.0,3.0,1.0,82.32529299486268,1.5,1.35,1.35,0.5,7.0,7.4,1,5,2024-09-21T16:30:00Z
Jeffrey Schlupp,MID,Crystal Palace,12.0,4.0,0.0,0.0,0.0,0.0,6.1,0.75,0.0,0.0,0.0,0.0,0.0,9.0,0.07500000000000001,0.825,3.0,1.0,56.697202092032605,1.5,1.35,1.35,0.5,7.0,4.9,1,5,2024-09-21T16:30:00Z
Jesper Lindstrøm,MID,Everton,42.0,4.0,0.0,0.0,0.0,0.0,6.055555555555555,0.5,0.04,0.01,0.0,0.0,0.0,5.0,0.8,0.6499999999999999,3.0,0.0,56.57658682414856,1.5,1.35,1.35,0.5,7.0,5.3,3,5,2024-09-21T14:00:00Z
Jhon Durán,FWD,Aston Villa,103.0,4.0,0.0,3.0,0.0,0.0,6.825242718446602,5.0,1.04,0.14,1.0,0.0,5.0,85.0,4.85,1.0,3.0,1.0,81.20767634585492,1.5,1.35,1.35,0.5,7.0,6.1,5,5,2024-09-21T14:00:00Z
Joe Aribo,MID,Southampton,225.0,4.0,3.0,0.0,0.0,0.0,6.164444444444444,1.5,0.53,0.49,0.0,0.0,0.0,37.0,2.575,0.825,3.0,1.0,54.56939946799616,1.5,1.35,1.35,0.5,7.0,5.0,1,5,2024-09-21T14:00:00Z
